id	metrics	tweet	coding	sentiment
1464020012998402048	{"retweet_count": 1, "reply_count": 1, "like_count": 3, "quote_count": 0}	C'mon NSW. Don't abandon masks or quarantine now. This is bad news &amp; our government needs to protect its citizens.   South Africa could go on new red travel list as early as TOMORROW https://t.co/dRkTnnoilc   #auspol #nswpol #covid19 #MaskUp #vaccine #covid_19 @Dom_Perrottet	1	0
1463295527412543494	{"retweet_count": 0, "reply_count": 0, "like_count": 11, "quote_count": 0}	after his sister catching covid twice during school, liam wanted to get vaccinated asap and he got his first shot today!! ♥ https://t.co/CF6SUve81V	2	1
1464021033615126529	{"retweet_count": 2, "reply_count": 0, "like_count": 1, "quote_count": 0}	7 Day Confirmed Covid Cases per 1K Population by County For SD   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/pvuWdP02EX	5	0
1463295742466875393	{"retweet_count": 1, "reply_count": 0, "like_count": 6, "quote_count": 0}	Update: The Sheriff’s Office Main Jail has cleared all active COVID-19 cases associated with the outbreak that began on October 31, 2021. The ending total number of cases in this outbreak was eight.	5	0
1463295672614993920	{"retweet_count": 1, "reply_count": 0, "like_count": 8, "quote_count": 0}	Jacqui Lambie: Nobody should be forced to do anything, but freedom to choose cuts both ways | The New Daily  Well said Jacqui 👏 👏👏 https://t.co/zd9zCTlaO1		
1464020556358033413	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Stew Peters Show: EXCLUSIVE LEAKED Pfizer Emails Reveal Graphene Oxide Cover-Up – Dr. David Martin LIVE: Exposing Fauci Felony Crimes, Conspiracy to Commit Terror With Bioweapon https://t.co/7rJ9zusRcR via @redvoicemedias TERRIBLE !		
1463295465299099648	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	https://t.co/dK8Z3DTPVj - UPDATE: Another Catholic school closing due to COVID-19 - https://t.co/5StMPTvUrC	2	0
1464020246839365635	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	FDA report finds all-cause mortality higher among vaccinated https://t.co/Sy2oIGRX4h #AdverseReactions #Pfizer #Moderna #vaccine	6	0
1464020461465968640	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	B.C. reports 424 more COVID-19 cases Thursday, 3 deaths https://t.co/GF55BXqAAG	5	0
1464019942332796949	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Her entire family has covid... wonderful day to find that out	2	0
1463296214774943752	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Pfizer Booster Vaccine Done Thankyou Lord🙏 https://t.co/jv9pem3ABs	6	1
1463657376058429442	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Please read this early issue of The Tide for the latest news from Town Hall featuring COVID data, curbside leaf collection, holiday events and much more. https://t.co/xHVY7F4p0l https://t.co/Jvzmk7MfvP		
1464020300174172165	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	This just confirms my decision to live with Covid in the UK. Too many risks of other countries changing their rules for me to consider resuming my travel lifestyle just now.   BBC News - Coronavirus variant fear sparks Africa travel curbs https://t.co/8jw79oBCoB	2	0
1464019914671505415	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Stunned friends warn against complacency after Covid death https://t.co/jNBbK0odhP	2	0
1463657978511257603	{"retweet_count": 0, "reply_count": 2, "like_count": 2, "quote_count": 0}	Coming to Australia in Mid 2022. #auspol #COVID19   https://t.co/kcV5D54iCU	5	0
1463295193378086913	{"retweet_count": 2, "reply_count": 0, "like_count": 5, "quote_count": 0}	Parents &amp; caretakers know the struggle. 🤕   With ages 5 &amp; up being eligible for the COVID-19 vaccine, we have one less thing to worry about when it comes to the worlds most prized assets...our kids ❤️   #RollUpYourSleeve https://t.co/MFcLAewdwk	6	1
1464020771538227200	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Does nobody ever tie the back of their iso gown?  https://t.co/XITwFKEawR		
1463658115266592774	{"retweet_count": 1, "reply_count": 0, "like_count": 4, "quote_count": 0}	#BREAKING:  BC is reporting 322 (-2) new cases of #COVID19 in the past 24 hours, along with nine (+8) more deaths. Of the active cases, 318 (-27) are in the hospital, of whom 109 (-6) are in the ICU. #bcpoli https://t.co/zp5jYUnL9b	5	0
1463295349808762882	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Is Delta the last Covid ‘super variant’? Worth the read, not clickbait.   https://t.co/dJFzSRmvPN	4	0
1463657404013367307	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Mask-wearing cuts new COVID-19 cases by 53%, study says https://t.co/pr0I1tzHqA	1	0
1463295456985985024	{"retweet_count": 0, "reply_count": 3, "like_count": 4, "quote_count": 0}	Leave it up to me to catch a cold omw back home…  Just thankful it isn’t COVID	2	1
1464020110314815489	{"retweet_count": 4, "reply_count": 1, "like_count": 37, "quote_count": 2}	I hope this address is from 8 to 8:10 tops…. If it is about Covid anyways 😅	2	0
1463657595663749122	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Like get the fuck out of here please https://t.co/pLPWoKC4uR		
1463295446659616777	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Got the Moderna booster!  today	6	1
1464019478555942916	{"retweet_count": 0, "reply_count": 1, "like_count": 3, "quote_count": 0}	The terrible twos — cancer and COVID.		
1463296188719976456	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	At least 210 coronavirus cases are linked to a South Korean religious settlement. https://t.co/y0fL1fbGHs	5	0
1463295860951990272	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Even with the highest numbers of COVID-19 cases and hospitalizations since pandemic began, Sununu is not considering a mask mandate. https://t.co/DZugLKMmq0	1	0
1463295963812950016	{"retweet_count": 5, "reply_count": 2, "like_count": 6, "quote_count": 0}	B.C. reports 324 new cases of COVID-19, 36 in Island Health https://t.co/mjsGcJOSNI	5	0
1463658335966617603	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	B.C. records 9 more deaths, 322 new COVID-19 infections https://t.co/9n37UCmZiX	5	0
1463295532374319104	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Study examines immune responses in patients with kidney failure after receiving different COVID-19 vaccines https://t.co/0MeDBO5T5E	6	0
1463295052776714248	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	New support for power of attorney (POA) transactions amid COVID-19. https://t.co/ER3IWpoDMY https://t.co/2l0YEoLEpc		
1463295045696585730	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	#Hate to see it, but when you're #right, you're right. The Prime Minister Prime Minister  The PM  Keir Starmer  Shamima Begum Moderna The NHS #Covid_19 #PMQs #politicslive Insulate Britain #WorldPrematurityDay https://t.co/YgjN6sluNS		
1463295698972065795	{"retweet_count": 1, "reply_count": 0, "like_count": 6, "quote_count": 0}	Self entitlement is a bitch  https://t.co/M0UkDkslQW		
1464019875416969217	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	The latest Vitamin D3 Daily! https://t.co/QUrAdocAmQ Thanks to @fluxcapdoodah @Black_Dragon123 @Sandlewud #covid #vitamin		
1463657551858393091	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	People blaming Biden for the price of gas at the pump don't realize that during COVID shutdown Oil went to a NEGATIVE price  https://t.co/SH0SuyKf49.  from lack of Demand. People didn't drive to grandmas or fly for the holidays.   They are this year.  https://t.co/8dUPefpYci	3	0
1464020146679390215	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	'Vast majority are not reported': Home coronavirus tests make it impossible to track all cases https://t.co/w1b7qHlXeE via @YahooNews	2	0
1463295832996855809	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	Who should get a booster shot? Pittsburgh infectious disease doctor answers https://t.co/ogQWt9WQYb	6	0
1464020822058848261	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Fears over “worst ever” Covid variant as UK bans flights from southern A... https://t.co/3zPyovrSDA via @YouTube #GetVaccinatedNow	1	0
1463296216998031364	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 1}	Any HCW on my TL got their third dose of Pfizer yet?	6	0
1463658213530759173	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	B.C. records 9 more deaths, 322 new COVID-19 infections https://t.co/BuOgFfrHVO	5	0
1463658163249598471	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	⚠️Sweden did not vaccinate nor mask children and there were ZERO deaths from Covid among children. https://t.co/lFRgAtq1LD https://t.co/ozcnfIniIr	1	0
1464019433240809473	{"retweet_count": 0, "reply_count": 0, "like_count": 5, "quote_count": 0}	Any chance for @InsiderExposure to put on a senior showcase for the C/O 2022 since COVID delayed a lot of action for this class 🤔? Florida-Georgia invite only senior Allstar game 🥶? An underrated exposure event? I mean the events are 🔥 might as well keep it going 😤	2	0
1463296040208154624	{"retweet_count": 0, "reply_count": 1, "like_count": 11, "quote_count": 0}	Woot, I am boosted!  #Pfizer	6	1
1463295815284244480	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Amish Covid-19 solutions', which seems to work, Herd Immunity. https://t.co/ej3zM2JYBc		
1463294910082301956	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	The Covid lab leak theory just got even stronger https://t.co/yuXs5I5jAv #Covid19 #Wuhan		
1463296002589401089	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	That new covid strain in Europe putting in work		
1463296226296836102	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Basketball is a joke of a sport anymore with refs calling fouls when you touch another person, I know this is Covid times but come on. It’s bad at all levels @BarstoolBigCat @BSSAdvisors @barstoolsports	2	-1
1463657932365905920	{"retweet_count": 0, "reply_count": 1, "like_count": 2, "quote_count": 0}	Vaccination day todayy	6	1
1463294978118066176	{"retweet_count": 1, "reply_count": 0, "like_count": 2, "quote_count": 0}	Translation: people who think vaccination changes their DNA should look at this as an OPPORTUNITY! #nailedit https://t.co/1Nzpzd6Oct	6	0
1463295098368798721	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Germans will be ‘vaccinated, recovered or dead’ by end of winter https://t.co/jjoNzYI9Kg	6	0
1463658154210705408	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	A lesson for all the "freedom" fanatics.  As Virus Cases Rise in Europe, an Economic Toll Returns https://t.co/nmKUX1D2PP	3	0
1463295235140857863	{"retweet_count": 0, "reply_count": 0, "like_count": 2, "quote_count": 0}	Someone wanna explain how it's fair that I get a head cold the day after I recover from my COVID booster?! 😩 I just wanna clean my house so I can be worry free in LA 😢	2	-1
1463295733566693377	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19: Another 324 new cases recorded in B.C. along with one death https://t.co/itCl3ERdKy	5	0
1463295568508186626	{"retweet_count": 18, "reply_count": 7, "like_count": 36, "quote_count": 2}	The pandemic isn't over, not even close.   @CDCofBC   I look at this chart of 'infectious' #COVID19 patients hospitalized and in the ICU and I think we're worse off now than when we had no vaccines. #BCpoli https://t.co/wsrvPq02p0	5	0
1464019795376967684	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19: Fully vaccinated B.C. man, initially denied COVID vaccine card, gets his card https://t.co/nPSLa0LGHS	2	0
1463658669460049926	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid Australia NSW case numbers SPIKE up to 276 infections but only 31 people in intensive care https://t.co/QrbwwtgPlo	5	0
1464021073263935494	{"retweet_count": 19, "reply_count": 1, "like_count": 13, "quote_count": 0}	11/25/2021 Miles Guo’s GETTR: Don't give your kids COVID jabs. There have been more and more cases of dropping dead, falling, and car accidents due to the COVID vaccines. Artemisinin is the antidote and has saved many people	6	0
1463296112853499905	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Pfizer Vaccine 100% Effective In Adolescents After 4 Months, Says Company https://t.co/qkvqKFPtXD	6	0
1464019847092875272	{"retweet_count": 2, "reply_count": 11, "like_count": 4, "quote_count": 1}	BC health officials announce over 400 new COVID-19 cases #COVID19BC  https://t.co/ocBWwzo7zx	5	0
1464020459716956165	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Southern African countries put on UK travel red list over Covid variant https://t.co/KKjqtBEOC6	1	0
1464021000241123333	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid 19 media briefing on the pandemic in Geneva on Wednesday that vaccines work but they do not fully prevent the transmission of the virus.  https://t.co/6vy9O5VlBx	6	0
1463658666712780803	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid Australia NSW case numbers SPIKE up to 276 infections but only 31 people in intensive care https://t.co/8ar4bbxwCk	5	0
1464020198479089664	{"retweet_count": 0, "reply_count": 1, "like_count": 8, "quote_count": 0}	lol remember when the star said they were making covid reporting free https://t.co/YgWt4LfRyp	2	-1
1464019910376443913	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Scientists sound alarm over new ‘worst-ever’ super-mutant Covid variant https://t.co/t0B4KZhdiZ	4	0
1463295304669843459	{"retweet_count": 1, "reply_count": 0, "like_count": 1, "quote_count": 0}	It is that time of the year to travel to see family and friends to find out who has the best turkey! Use https://t.co/p7pH7yieXk as your new tool to find all covid-19 information! Follow/like/share @my2tum https://t.co/qGyq58wcLO	2	0
1463658632705359876	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Global licence deal to provide COVID antibody test tech free to poorer countries - WHO. https://t.co/SVlL4IjR3G	1	0
1463657574486532102	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	General Hospital Star FIRED For Refusing To Get COVID-19 Vaccine: Steve Burton has officially been discharged from General Hospital. The actor was let go from the popular daytime soap opera about health care professionals, ironically after refusing to… https://t.co/BgVUnVVULC	6	0
1463657885376778243	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	i hope lisa’s doing okay. whether she’s still sleeping, or is just waking up i hope she’s feeling better and that her covid symptoms aren’t so bad :(	2	1
1463295498492723210	{"retweet_count": 4, "reply_count": 0, "like_count": 7, "quote_count": 0}	Our Spokesperson for #Scotland Morag Douglas @publican_the welcomes @scotgov decision not to extend the Covid passport scheme to #pubs  Pubs &amp; #publicans need a good December &amp; no further restrictions to be able to get back on their feet  #SupportOurPubs  https://t.co/2yP24buCRq https://t.co/ub945RQi5m	1	0
1463658435468275716	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 1}	Fake News MSNBC medical contributor: If you don't have the booster, you can't safely be around others  https://t.co/tuMKfWSYOZ	6	0
1463657421465964548	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	It's time the great Dr Fauci gives a reason why there have been more covid related deaths so far this year, than all of last year. No vaccine at all last year, yet plenty of people vaccinated this year. Anxious to hear any reason. Knowing it will be a lie		
1464020676994469889	{"retweet_count": 5, "reply_count": 0, "like_count": 13, "quote_count": 0}	Good for him...he should mail the letter to the mayor now!  Los Angeles firefighter accused of wiping butt with COVID non-compliance letter https://t.co/BUGXJAXWec via @nypost		
1464020343069179904	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	🔴 BREAKING!!!  New heavily mutated #COVID variant is discovered in South Africa.                   https://t.co/Kx9PzKF2Ap #Brooklyn #Bronx #Queens #Miami #Orlando #Latinos #Houston #Columbus #Seattle #Spokane #Belltown #Tacoma #LosAngeles #Denver #Chicago #Phoenix #Pittsburgh		
1463657996156760076	{"retweet_count": 2, "reply_count": 0, "like_count": 3, "quote_count": 0}	They were my happy place when I had covid. Praying for their safety and good health, always. 🖤💖  #GetWellSoonLisa #BLACKPINK https://t.co/RO2DnRdnOt		
1464020896142835713	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	‘More women will get cancer’: Covid cuts cervical screening rates in half https://t.co/JcLOvZwR8y		
1463657936832516096	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19 vaccine eligibility for kids 5-11 by province and territory https://t.co/Wd7kwS2fwS via @CTVNews #COVIDCanada #COVIDVaccination #COVIDCanada #COVIDVaccination #COVID19Canada #COVID19Vaccination	6	0
1464020006656933888	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	After a two-year absence, Comic-Con International returns to San Diego on Friday to entertain, inform and tantalize pop culture fans the world over. https://t.co/hBDRiUHY1A		
1464020560799846403	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	#ImThankfulFor the ppl in my life who don’t judge me by my vaccination status	6	1
1463657966838874112	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Pfizer sues departing employee it says stole COVID-19 vaccine secrets https://t.co/Ge8ZBZebfx #SmartNews	6	0
1464019754218397697	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	European States Extend Boosters, Tighten Restrictions Amid COVID Outbreak | Coronavirus pandemic News https://t.co/4CUPN4DI0M	6	0
1463295052562714625	{"retweet_count": 2, "reply_count": 0, "like_count": 1, "quote_count": 0}	“COVID-19 woes, inflation and the indecorous U.S. exit from Afghanistan took their toll.” @harperbulletin #InsideTheBeltway https://t.co/Gdm80GdFWR	1	0
1463296046671486976	{"retweet_count": 0, "reply_count": 1, "like_count": 15, "quote_count": 1}	the gender neutral urge to get my covid booster	6	0
1463295079687196682	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	#ActorQuits  “Unfortunately, ‘General Hospital’ has let me go because of the #VaccineMandate.” https://t.co/o8HlHejdm6	6	-1
1464019476819722240	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	my aunt who refuses to get the vaccine gave covid to my mom happy times lol	6	-1
1463658499955585025	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	ALIEN AGENDA 101:  COVID19 &amp; THE TRANSHUMAN AGENDA https://t.co/ge7cm1aJT5		
1463658542401875970	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	If Rochelle Walensky and her ilk care about saving lives, they should daydream about smaller government, not stricter lockdowns. https://t.co/ElMNfGqKVr via @reason	1	-1
1463657505943347203	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Risk of COVID-19 infection more than DOUBLES 90 days after the second dose of the Pfizer vaccine  https://t.co/ThSplBfHJW	6	-1
1464020059508994051	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Wonder if there's any truth to this, wouldn't surprise me! #vaccine #vax #pfizer https://t.co/6Ns3RqmuVp	6	-1
1463295865095864320	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	If you are still listening to EXPERTS, I truly feel sorry for you.  There is nothing to fear, but fear itself. Breakthrough infections are code for the vaccine doesn't work.  Scott Gottlieb: 'A Lot of Breakthrough Infections Happening' https://t.co/an7Lq1fTBF via @Newsmax	6	-1
1464020456260915206	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid: Report reveals increase in risk of heart attack following the mRN... https://t.co/j4gHnO8gt9 via @YouTube	4	-1
1463295118253989888	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID raises risk of stillbirth, new research finds. What to know about vaccines during pregnancy  More: https://t.co/9bNIDKgyI3	4	0
1463658554393608194	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	WHO warns about unintended effect of vaccines — RT World News https://t.co/Tgll6A5mVc	6	0
1464019403490668546	{"retweet_count": 0, "reply_count": 1, "like_count": 0, "quote_count": 0}	via @NYTimes it was a matter of time. Let’s see how long it takes to get to Europe if it’s not already there.  https://t.co/lmjFfj7uTH	1	-1
1464019713311211520	{"retweet_count": 4, "reply_count": 1, "like_count": 5, "quote_count": 0}	Heavily mutated coronavirus variant puts scientists on alert https://t.co/u5g9ftBEnY	4	1
1463658193230475265	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	£200,000,000 budget for HM Government COVID communications (advertising) and I haven't yet seen ONE public poster, advert, or leaflet encouraging people to report adverse side effects	1	-1
1463295150738792454	{"retweet_count": 0, "reply_count": 3, "like_count": 15, "quote_count": 0}	Good news! My COVID test was negative! Bad news! I still feel like hammered shit!	2	-1
1463658273152778241	{"retweet_count": 0, "reply_count": 1, "like_count": 4, "quote_count": 0}	The Perching Parrot was one of my favorite cafes to drive out to for a vegan brunch up the coast back in the day but now they’re on the blacklist for me. Fake signs are clearly the hallmark of anti-vaxx idiots ❌  Cc @katie_pai   https://t.co/aNn0Ske4sC	1	-1
1463657614345072641	{"retweet_count": 1, "reply_count": 0, "like_count": 1, "quote_count": 0}	As the world spirals toward chaos, Amy Cooper fights to stop the evolution of a deadly virus. When her beliefs disagree with the Administration’s agenda, she is put on trial. #virus #ebola #coronavirus #religion #persecution Midnight Hour: https://t.co/DIojcTgmor	1	-1
1464020515014729730	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Estimated number of deaths directly averted in people 60 years and older as a result of COVID-19 vaccination in the WHO European Region, December 2020 to November 2021  https://t.co/utPIwkC9mn	4	0
1463657980180992000	{"retweet_count": 1, "reply_count": 2, "like_count": 2, "quote_count": 0}	Aaron Rodgers denies having COVID toe after claiming to have had it https://t.co/7HIYLDaRDD #SmartNews	2	0
1464020723987484682	{"retweet_count": 1, "reply_count": 0, "like_count": 1, "quote_count": 0}	Free COVID-19 Vaccinations are available at your local pharmacy. Listen in Cantonese to make a booking and get vaccinated @PharmGuildAus⁩ #pharmacyguild #australia #COVID19 #vaccinations #bookyourappointmenttoday #pharmacy #vaccines #cantonese https://t.co/Nc0Oo5YNKO	6	0
1463295456298086405	{"retweet_count": 5, "reply_count": 0, "like_count": 3, "quote_count": 0}	Far more people die in #Austria from traffic accidents than from the #coronavirus. Yet the government has decided to subject the entire population to one of the most rigid lockdowns in modern history.  #VaccineMandates  By Orlando Avendaño.   https://t.co/hQO09mgAeD  https://	1	-1
1463295229088485380	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	"How to Celebrate Pandemic Thanksgiving, Round 2" by Spencer Bokat-Lindell via NYT https://t.co/vHyiCXiNFf	3	0
1464019383546564608	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Going to need your expertise and insights on this, @ojembaenweilo85   https://t.co/dwu6sEH2nz	1	0
1463658296972230658	{"retweet_count": 0, "reply_count": 2, "like_count": 0, "quote_count": 0}	uh is there a 1pm covid briefing today?	1	0
1463295805767438340	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Marion County Public Schools given $127 million in COVID-19 relief funds, seeking community feedback https://t.co/duPW1xSCdL #OcalaFL #OcalaNews	1	0
1463657969891954692	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	oh no it's level 4 again in sk... please no more rising of covid cases 😭 let svt meet carats please 😭	1	-1
1464020134704693254	{"retweet_count": 0, "reply_count": 1, "like_count": 25, "quote_count": 0}	"This Whole Thing Smacks Of New COVID Variant" i holler as I send a NYT push alert and turn Thanksgiving to the Thanks of Shit	1	1
1464019562886795269	{"retweet_count": 6, "reply_count": 0, "like_count": 21, "quote_count": 0}	If we are to really protect our population against COVID-19 there needs to be an equity of access to vaccination across the whole world, not just in the UK  #VaccinesSaveLives  #SouthAfrica #COVID19	1	-1
1463296063713034241	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	I‘m getting my third dose of the Covid vaccine today 🎉	6	1
1463295378732859393	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Just like the truth about 911 is out there, so shall the Covid truth be out there. Dark always comes to light!		
1464021053408268289	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	End Covid-19 vaccine apartheid! Call on the UK government to put people’s health before profit by supporting a #PeoplesVaccine #TRIPSwaiver https://t.co/S5KInG00gJ	1	-1
1464020611324329985	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	I'm watching South Park: Post Covid (2021) #trakt #SouthParkPostCovid @southpark https://t.co/drjmwjNrpC #trakt	2	0
1463657665956089859	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	One thing I’m really mad at Covid for is the price of cars	3	-1
1463658434797219840	{"retweet_count": 2, "reply_count": 1, "like_count": 3, "quote_count": 0}	BC health officials announce 322 new COVID-19 cases #COVID19BC https://t.co/LVDRqTaGTQ	5	0
1463295529862017029	{"retweet_count": 0, "reply_count": 0, "like_count": 2, "quote_count": 0}	😷🚨Antigen tests should only be used by those who are asymptomatic 😷🚨If you have symptoms of COVID-19, do not use an antigen test. Self-isolate and get a PCR test. https://t.co/fT693vtwFZ	1	0
1463295045667151874	{"retweet_count": 2, "reply_count": 0, "like_count": 1, "quote_count": 0}	Latest @HeardTellShow w/@conorduffy_7 turning down the news cycle noise on Biden at COP26, Covid-19 in US/Europe, US/UK relations &amp; a broader perspective on American politics Subscribe iTunes https://t.co/vL08Y6jjoL Spotify https://t.co/LOPZldHjid YouTube https://t.co/vtVCYcCklK	6	0
1463296201172951042	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	41% of Republicans expect to spend #Thanksgiving with someone who's unvaccinated for #COVID19, compared with just 17% of Democrats, @axios rpts: https://t.co/GvCdz25Ujs	6	-1
1464019775399464962	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19: Fully vaccinated B.C. man, initially denied COVID vaccine card, gets his card https://t.co/X73g1iQ90r	2	1
1463295607376945155	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	Sudbury MPP demands Ford government reverse decision on COVID testing at pharmacies https://t.co/2xqoNfIeWn https://t.co/UwEGVhEsrp	1	0
1463657491854671873	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Crisis in Slovenia: Whistleblower nurse says politicians receive saline instead of mRNA jab https://t.co/0zjNX2ikIT via @Daily Telegraph	1	0
1463294864758644736	{"retweet_count": 4, "reply_count": 0, "like_count": 6, "quote_count": 0}	CHRIS WALLACE: To attend school in Nebraska, kids need to have all sorts of vaccinations. Why should Covid be different?  GOV. PETE PINOCCHIO: There's just a lot of people who don't know who to trust right now  WALLACE: It has FDA approval https://t.co/N1F9Oi0z2n 04	6	-1
1463657274753310721	{"retweet_count": 0, "reply_count": 0, "like_count": 10, "quote_count": 0}	I could have gone a whole damn life without seeing an Aaron Rodgers foot pic. It’s bad enough you lied and caught covid, but a foot pic? GTFO.	2	-1
1463657510930427908	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Fifteen Ontario public schools are now closed due to COVID-19 outbreaks https://t.co/Xzv1JLv7y7 via @CTVToronto	1	0
1463295570253127682	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	#News #Canada #Windsor St. Joseph elementary in River Canard closing Wednesday due to COVID cases https://t.co/BjRLOIXEY6	1	0
1463658276772589584	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Hahhahahaha what the fuck is “covid toe”? #AaronRodgers	2	-1
1463658421329166338	{"retweet_count": 1, "reply_count": 0, "like_count": 5, "quote_count": 0}	🎶meet me under the Covid toe🎶		
